,text,sentiment,label
1212,"aam salah ke lie kripya hamari aam enquiry service par snpark advice
",positive,2
1213,"inke above , village gods ke other symbols bhi hain.
",neutral,1
1214,"unki reviews inhin mapadandon par aadharit hoti hain , ata vah thought ke moolyankan aur language ki charcha se criterion nahin ba pate.
",neutral,1
1215,"unmen se bahuton ke bharat lautne ki snbhavna hai parntu videsh men rahne par ve sabhi is sachchaee ki vajah se asurakshit hain ki unhen apne mejban desh ki nagrikta ke labh nahin milte hain.
",negative,0
1216,"do consecutive amount of space ki doori
",neutral,1
1217,"vah do days se ubkaee ki shikayat kar raha tha
",negative,0
1218,"cover niymon aur conditions par sealed liphaphe men , jiske issue india note quotation ki purchase ke lie nivida india likha ho aur jo general , nirgam department , bhartiy rizarv bank , kolkata  700 001 ko snbodhit ho , prti bag 40 kgs  approx  ke note quotation ki purchase ke lie koteshan ka aamntran is tarah se kiya jata hai ki yah 24 june 2015 ko 14:00 hrs athva uske poorv karyalay men pahunch jae.
",positive,2
1219,"yadi 20 gram magaj ek cup lukewarm water men avshoshit kiya jaye to brown colour bargndi wine ka colour ka halka sungdhit drink taiyar ho jayega.
",neutral,1
1220,"financial time of acute ki ghadi.
",negative,0
1221,"sabhi data aapke sync passphrase ke sath enkript kiya jaega
",neutral,1
1222,"mamta ne 1997 men parti se alag hokar trikan banaee thi tabse parti se netaon ke string of desertions jari hai
",negative,0
1223,"freedom ko kisi complete roop se sachchi svatantrta aur mastery ke sath apni reality ka possessor banne ke liye apni highest order ko , apne andar ke us real freedom ya highest purush ko , dhoonna hoga jo svatantr hai tatha apni avichchhedy shakti ka possessor hai.
",positive,2
1224,"thai police apni hirasat men maujood vyaikt ki ungliyon ke nishan munbee pulis dvara bheje ge chhota specimen prints provided ke nishan se milne se uski pahchan ko lekar nishchint hai
",positive,2
1225,"jabki tumapar watchers karnevale niyukt hain
",neutral,1
1226,"sab thik hai, yah ek aur ek ki cut and pasted jana chahie cut
",negative,0
1227,"aur usi ne logon ke naphe e lie earth banayi
",neutral,1
1228,"meri aamadni kya hogi  25.
",neutral,1
1229,"sudhir, tum daurakar jao, panoo baboo ko phauran bula lao.
",neutral,1
1230,"consolidated stock ki aaj ki status kya stock
",neutral,1
1231,"wales men services ke lie contact : -Welsh Office Drugs Unit , Welsh Office , Cathays office , Cardiff CF1 3NQ  telifon nambar ०२२२ ८२५१११
",neutral,1
1232,"upakaran men FILTER _ SLOT gun samarthan upalabdh nahin hai
",negative,0
1233,"aur hypocrites men aur munafi aurton aur polytheists men aur polytheists aurton par jo evil ke ha men bure bure opinion rakhte hain wrath nazil kare un par  musibat ki  round gardish hai  aur evil  un par zabnak hai aur usne us par lanat ki hai aur unke lie jahannum ko ready kar rakha hai aur vah  destination  buri jagah hai
",negative,0
1234,"tribals apni incomes badhne ke lie bhi bamboo par nirbhar rahte hain
",neutral,1
1235,"bahri function perform ang ek jaise dikhen aur ek hi prkar ka kary kar rahe hon.
",neutral,1
1236,"ve aam taur par achchhi angreji bolte hain aur ek kshan ke lie lagega ki chin ki tulna men shayad yahan behatar sthiti hai
",positive,2
1237,"server certificate ki janch nahin ki ja sakti
",neutral,1
1238,"isliye vah process hamare yoga ke liye sufficient nahin  kisi aur sadhan ki bhi aavashyakta hai jo adhik sarvagrahi roop men positive ho.
",positive,2
1239,"yah ek constant focus kendrit points aur kah rahi karne ke lie hai.
",neutral,1
1240,"antim executed command dvara output produced dekhenFile
",neutral,1
1241,"islie A se , ham b ke neighbors men dekho B aur c A ke parosi hain
",neutral,1
1242,"tum mere lie ek bitals ka song ga sakte ho kya
",neutral,1
1243,"samaj preacher updeshkon ko jo maja doosre dharmo par kichar uchhalne men aata hai, vah maja aur kisi bat men nahin aata.
",positive,2
1244,"chunbkiy layer vala ek tape , jisapar data sngrhit kiya ja sakta hai
",neutral,1
1245,"he haroon ki sister! n to tera bap hi koee evil man tha aur n teri man hi badachalan thi.
",negative,0
1246,"jab mainne ek rngin background men dynamic text ka upyog kiya , tekst ke aaspas ka i background ke rest hisson ke i se different tha jo keval ek netscape browser men hota hai
",positive,2
1247,"manohar ka town couple ha to vahan donon ne shrikakulam district headquarters sthit ammi naidu gym men ayas jari rakha
",neutral,1
1248,"rajghat dam ka nirman kary lagabhag poora ho chuka complete
",neutral,1
1249,"arbitration nirnay ke lie party ko saunp administer
",positive,2
1250,"day life men embedded sistam evn mahatvpoorn area men trained manav snsadhan ki bati need ko dhyan men growth kar si-daik ne computers , electronics aur aaiti engineers ke lie embedded sistam dijain men diploma   pathyakram ki shurooaat ki hai.
",positive,2
1251,"yah vagueness particles ke dynamical equations men chalti rahi.
",positive,2
1252,"vah goods jise abhi final shape diya jana baki hai.
",neutral,1
1253,"aur yadi aatnkvadi asabhy hain to islamvadi, islami aur muslim ka ullekh karne se parhej kiya jata hai. mere blag Not calling Islamism the Enemy men is bat ke udaharan diye gaye hain ki isse parhej kyon kiya jata hai aur iska uddeshy kya hai snkshep men jo log aatnk ke viruddh yuddh ko suraksha aur vikas ke liye vaishvik sngharsh ke roop men naya nam dena chahte hain unhen kalpna hai ki is prkar bhasha badal kar ve muslim hraday aur mastishk ko vijit kar sakenge.
",negative,0
1254,"koee service provide karne ke lie niji residences par jane vala.
",neutral,1
1255,"files   s  archive men adyatan karen
",neutral,1
1256,"doosra rasta sirph samajvad ka rasta hai.
",neutral,1
1257,"aesa nahin kaha ja sakta hai ki yah product unknown in india tha
",neutral,1
1258,"lekin is plot men unhonne narsri preparation karne ke lie sri method ka anusaran kiya.
",neutral,1
1259,"morning v evening purity tasbih karte raho
",neutral,1
1260,"kyonki bala khud bad men TED men bala rahe hain
",neutral,1
1261,"surely yahi bat pahle ki earlier books bhi hai
",positive,2
1262,"in assi consisting sperms men se koee bhi ek same hi bari number ke dinbon men se kisi ek ko conception kar ek odd different roop utpann kar sakta time
",negative,0
1263,"ayurveda teaches sikhata hai ki ham booe bhi hon to dignity and grace ke sath is avastha men kaise pahunchen.
",positive,2
1264,"vah states : india men itni zyada riyasten hain ki ve yahan ki taraki ke raste men ek bahut bari conundrum hain
",negative,0
1265,"bairistar banne ke lie inlaid jane ka yah momentous decision bagavat ke ek varsh bad liya gaya jab badrooddin fifteen years ke then
",neutral,1
1266,"garo janjati men grihasthi ko nok kaha jata hai.
",neutral,1
1267,"bacha time jab action ki jati hai
",neutral,1
1268,"is address book ke lie perform this query karne se refused kiya s
",negative,0
1269,"district pradesh state men faizabad jile men sthit hindus ki ek sacred place
",neutral,1
1270,"aur munaphi mard aur munafi aurton aur mushrik men and women aurton par jo uda ke ha men bure bure khyal rakhte hain azab nazil kare un par musibat ki bari gardish hai aur uda un par zabnak hai aur usne us par lanat ki hai aur unke lie jahannum ko taiyar kar rakha hai aur vah kya buri jagah hai
",negative,0
1271,"unke vaste behisht men ek murrar rozi hogi
",neutral,1
1272,"aap directory listing se residential telephone numbers aur local address dhoondh sakte hain.
",neutral,1
1273,"computing yatharth men physical world ke sath mil jaegi.
",neutral,1
1274,"truth ismen bhi udarat uda ki ek bari nishani hai magar unmen se aksar eeman lane vale hi nahin
",negative,0
1275,"ek vishisht belonging ka hone ke nate uski apni kuchh customs thin.
",neutral,1
1276,"kuratti kuratti ka husband singan use dhundhta huaa aata hai.
",neutral,1
1277,"shri duni chnd ko apna legal paramarshdata niyukt karne par vah sahamat ho gaye.
",positive,2
1278,"is grand slam khitab ko jitne vali bharat ki pahli mahila ke roop men aapne tenis ke khilariyon ke lie saphalta ka ek naya kirtiman sthapit kar diya hai jo bharat ke yuvaon,khasakar mahilaon ko prerit karega.
",positive,2
1279,"strokes sat vertical rekhaon ke pichhe ek machhli ka sign hai.
",neutral,1
1280,"to vah log kahne lage kya tum hamare pas islie aae ho ki sirph uda ki to ibadat karen aur jinko hamare bap dada poojte chale aae chhor baithen pas agar tum sachche ho to jisse tum hamko darate ho hamare pas lao
",positive,2
1281,"is apil ne २० ०१ २००७ dinankit judgment and decree par aakshep kiya hai, jisne ०८ ११ २००५ dinankit vicharan ke judgment and decree ka samarthan kiya tha, jismen plaintiff for possession, ghoshna aur anivary nishedhajnja ke vad par dikri ki gee thi
",positive,2
1282,"anksiy ek tantrik shabd hai word which literally hai bina pranvayu ke.
",neutral,1
1283,"uske blood ka flow bane ke karan skin ki redness
",neutral,1
1284,"rib hai ki lightning unki ऑnkhon ko chaundhiya everything jab unke aage lightning chamki to us raushni men capable god hue aur jab un par dark chha gaya to  thithke ke  god ho ge aur sight chahta to yoon bhi unke dekhne aur sunne ki koovten chhin leta beshak sight har chiz par adir hai
",positive,2
1285,"is snbndh men hamara midiya jagrookta paida karne aur sakaratmak jagrookta prastut karne men ek major role media can play
",positive,2
1286,"let , kare nakaratmak 57 vibhajit hai 103 se
",neutral,1
1287,"illness hone ke bad recovery men gradual sudhar
",negative,0
1288,"unmen se ek kavita peace ka kaphila peace da kaphila us samay lagabhag har aadmi ki jaban par thi.
",positive,2
1289,"nakli kagaj-patrdastavej koee legal adhikarprapti hak create nahin karte.
",negative,0
1290,"isse pata nahin kitna deep wave use mila tha.
",positive,2
1291,"iske lie main qualification hai :
",neutral,1
1292,"ham 4 ko ek row gave hai aur 8 ko ek row gave hain
",neutral,1
1293,"aur test ko behalf men lagae let yah tak ke age ke abil mind phir us vakt account unhe  ek mahine ka guardian  unke mature se karake agar hoshiyar pao to unka property unke havale kar do aur  bardar  aesa n karna ki is auf se ki kahin ye bare ho jaenge haste rchi karke jhatapat unka property chat kar jao aur jo  jo vali ya ward  daulatamand ho to vah  male orphan apne guardian men lane se  bachta rahe aur  h  jo poor ho vah alabatta  vajibi  dastoor ke mutabi kha sakta hai pas jab unke property unke havale karne lago to logon ko unka gavah bana lo aur  yoon to  hisab lene ko uda measure hi hai
",positive,2
1294,"vertical text alignment , 0  top  se 1  bottom  men
",positive,2
1295,"ek corolla ka titli jaisa phool jis ki panch pnkhuriyo men ek sabse upri lnbi patti jo hoti hai dhvaj.
",neutral,1
1296,"price escalation ke karan project ki cost men escalation ho jayegi.
",positive,2
1297,"aapko apne tremendous expertise tatha experience ka good use karna hoga.
",positive,2
1298,"ve most gamin ke time men verandah men aur winter men subah ki sun men bare summer baithe mil jaenge.
",neutral,1
1299,"apni various schemes tatha financial producers se tatha utpadkon dvara raw mal ki regular procurement men assistance new aur infrastructural snbndhi producers new india government ne maujooda coir industry ko baava dene ke lie tatha ne entrepreneurs ko protsahit karne ke lie mahattvpoorn producers diya hai.
",positive,2
1300,"yo ve log hai jinka present life working good deeds gaya aur ve yahi samajhte hai ki ve bahut achchha karm kar rahe hai
",positive,2
1301,"jab tak akabar aath varsh ka huaa janm se lekar ab tak uske sabhi varsh bhari asthirta men nikle the jiske arrangement for education ka sahi prbndh nahin ho paya tha.
",negative,0
1302,"main ne sinned kiya hai, innocent betrayed innocent blood diya hai
",negative,0
1303,"gandhi jaise much ko look jinhonen likes ke madhyam se mahan upalabdhiyan hasil ki hain
",positive,2
1304,"yah kaise page bhar ke mil sakta hai is ke lie pan krmank 15 dekhen .
",neutral,1
1305,"ye found in pairs kheton ke aaspas khule maidanon me, kisi tile par ya kisi door se dikhte sthan par baithe pae jate hain, athva chhoti chiriyon, choohon, lizards and large kiron ki khoj men baron ki oonchaee par teji se urte bhi pae ja sakte hain.
",positive,2
1306,"national population policy  external file jo new vindon men khulti hai
",neutral,1
1307,"juvenile justice board ne prakat roop se apilarthi ko, १३ ०८ २००३ par uski aayu २० varsh manakar, jo medikal bord dvara tay ek varsh ki sima ke bhitar kami ki taraph thi, labh diya hai
",positive,2
1308,"seshals ke national day ki poorv sndhya par president of indias ka sndesh, rashtrapti bhavan : 28062017
",neutral,1
1309,"iska gathan lava nirmit sat small islands dvara huaa hai evn yah pul dvara prmukh bhoo-khnd ke sath jura huaa hai.
",neutral,1
1310,"oopri tal ke har men karnkooton ki anupasthit svny har ke vilopan aur uske sthan par konon par mukhy devta ke vahnon aur lanchhnon ke sthapan ki disha men pahla kadam hain.
",positive,2
1311,"calendar opening raha hai kripya wait karen
",positive,2
1312,"is type ke sabhi links ke lie dialog puna kabhi n dikhaen
",neutral,1
1313,"day ke lie di jane vali amount ki rashi.
",neutral,1
1314,"aap logon ke chhorne ki likely , aap logon se jyada hai.
",neutral,1
1315,"is conference ke water use efficiency par kendrit hone se , yah important issue policy snbndhi discourse men shamil ho paega.
",positive,2
1316,"delight bhari jannton men honge
",positive,2
1317,"aepodidi parivar ki sabse adhik aam chiriya hamari ghareloo batasi ya babila hi hai Apus affinis-plet 1155-yah dildaul men gauraiya se chhoti dhuen jaisi kali hoti hai.
",positive,2
1318,"aur hamne jahannum ka nigehban to bas pharishton ko banaya hai aur unka ye shumar bhi kaphiron ki aazmaish ke lie murrar kiya taki ahle kitab phauran yain kar len aur momino ka eeman aur jyada ho aur ahle kitab aur mominin kisi tarah sha n karen aur jin logon ke dil men nifak ka marz hai vah aur kaphir log kah baithe ki is masal ke bayan karne se uda ka kya matalab hai yoon uda jise chahta hai gumrahi men chhor deta hai aur jise chahta hai hidayat karta hai aur tumhare paravardigar ke lashakron ko uske siva koee nahin janta aur ye to aadmiyon ke lie bas nasihat hai
",positive,2
1319,"vahan koee hear no idle hi nahin
",negative,0
1320,"iske lie aapko account ekaunt men lgin karna admit jisse ki aap apne photoyukt prvesh card ke print photograph printout saken.
",positive,2
1321,"aur main aapke back your poster bhej doonga ikatthe aaiye
",positive,2
1322,"unhonne debunked the popular ko lekar aam lagon men phaili bhrantiyon ko bhi spasht kiya
",positive,2
1323,"s aap pahle se hi widow hai ya phir widower hai to aap ko aap ke gujre hue late ya phir wife ka additional pension vetan 100  tak mil sakta hai.
",neutral,1
1324,"lekin middle men current kaphi sit hai , islie strong hokar baithna.
",positive,2
1325,"ye ek soora hai jise hamne nazil kiya hai aur us ke made it mandatory r diya hai aur ismen hamne vazee v raushan aayten nazil ki hain taki tum aur karke nasihat learn lessons
",positive,2
1326,"nahin, mainne thik se understood hai, didi.
",positive,2
1327,"tulsidas ji ke anusar sarvapratham shri story to mother bhagvan shri shnkar ne mother parvati ji ko sunaya tha.
",positive,2
1328,"ek aur revolutionary action bhi , jo kud months pahle ki place thi , ghyanakarshak hai
",neutral,1
1329,"kuchh establishments apni accounts books khule ledgers ki system ke aadhar par rakhte hain.
",negative,0
1330,"netaji ko irish free state ke president eamon di velera ka congratulations sndesh bhi mila
",positive,2
1331,"tumne apna jivan bare pyar se jiya aur bare samman ke sath hi tumne apna sharir chhora .
",positive,2
1332,"city civic centre locations  external website jo ek new vindon men khulti hain
",neutral,1
1333,"sabhi shri mother ki presence men dhyan karte hain.
",neutral,1
1334,"history men koee any items nahin
",negative,0
1335,"chitralekha ke end men sin ki vyakhya karte hue ratnambar kahta difference world men sin kuchh bhi nahin hai , vah nothing manushy ke attitudes ki vishamta ka novel nam hai.
",positive,2
1336,"air coming ki aur aane vali dhool bhari aandhi Stratford Texas
",neutral,1
1337,"is karan se bhi main kathit abhiva ke vadi ke lie upalabdh n hone ke uphold the contention karne men asamarth hoon
",neutral,1
1338,"apni vibhinn schemes and financial sahyog se tatha utpadkon dvara kachche mal ki niymit kharidari men sahayta dekar aur avsnrachna snbndhi sahyog dekar bharat sarkar ne existing coir industry ko baava dene ke lie tatha ne udymiyon ko protsahit karne ke lie mahattvpoorn sahyog diya hai.
",positive,2
1339,"yadypi unhonne usmen thora-bhut snshodhan kiya hai  kintu jo asal bat thi vah bilkul badal gee hai
",positive,2
1340,"president ne late shri ramgopal ji maheshvri par commemorative postage stamp jari kiya , president bhavan : 20112012
",neutral,1
1341,"hamne to tum logon ke pas vah book  remembrance  nazil ki hai wherein tumhara  bhi  zikre  air  hai to kya tum log  itna bhi  samajhte
",neutral,1
1342,"varsh 2010-11 ke dauran , hincol ka production 15939 lakh mt tha.
",neutral,1
1343,"aapke recently reported hi men riport kie ge crashes nahin hain occurred when crash hone ke dauran hone vale crashes yahan dikhaee nahin denge
",negative,0
1344,"arya samaji updeshkon ko jo happy doosre religions par kichar uchhalne men other hai , vah happy aur kisi bat men nahin aata.
",positive,2
1345,"unhonne kaha  i aapse dobara aagrah karta hoon ki aapke samne jo aaya hai , aapne is room men jo suna hai aur jo abhiyukt ke writings men paa hai , sirph isi aadhar par abhiyukt par phaisla den
",negative,0
1346,"jin persons ko sulphonylurea davaiyan di ja rahi hain aur unka glucose lookoj star normal hai , unhen exercise programme ke dauran in davaiyon in davaiyon ki dose kam karne ki aavashyakta ho sakti
",positive,2
1347,"indians jan-manas ke samaksh gandhiji dvara pradurbhoot ideals aur lessons ka meaning only desh-bhakti tha.
",positive,2
1348,"failed ko failed to write fwrite  viphla s
",negative,0
1349,"darpani charges applicable aur samany ekatr karne ki facility
",neutral,1
1350,"thing ko right karne se adhik important yah hai ki right thing hi kiye javen.
",positive,2
1351,"1 se 127 tak dhundhla ki degree
",neutral,1
1352,"illness or early bimariyon ke prmukh karan hain.
",negative,0
1353,"aur us day se daro jis day koee shakhs kisi ki way se n phidya ho sakega aur n uski way se koee ransom ubool kiya jaega aur n koee sipharish hi profit pahuchan offenders , aur n log madad die jaenge
",negative,0
1354,"is kshetr ke main plateaus baghelkhnd tatha chhota nagpur hain.
",neutral,1
1355,"uska most time hunting daur v dvndv kushti aadi men bita tatha shiksha men uski interest nahin rahi.
",negative,0
1356,"koee such   s nhin
",negative,0
1357,"vah good sins ko kshma kar dega aur gardens aese eden men dakhil karega jinke niche nahren bah rahi hogi aur un achchhe dwellings men bhi jo sadabhar baon men honge. yahi bari success hai
",positive,2
1358,"boxes ko bnd karne ke lie unmen kabje aur kunde hon to suvidha rahti hai.
",positive,2
1359,"foundational key ka mool hai
",positive,2
1360,"use documents ko signature dvara adhiprmanit karne ki aavashyakta thi.
",neutral,1
1361,"islie vah bahut rare hota hai.
",neutral,1
1362,"kaphi pryas karne aur dabav dalne ke bad vah jabav men sirph nhin kahakar chup ho gaye
",negative,0
1363,"kabhi local craftsmen bhi apni kalakritiyon ko yahan par bechne ke lie rakh dete hain
",neutral,1
1364,"darpani water applicable aur common rate karne ki facility
",neutral,1
1365,"kam ko sahi karne se adhik mahatvpoorn yah hai ki sahi kam hi kiye thing
",positive,2
1366,"aur rahi yah divar to yah do anath balkon ki hai jo is nagar men rahte hai. aur iske niche unka jana maujood hai. aur unka bap nek tha, islie tumhare rab ne chaha ki ve apni yuvavastha ko pahunch jaen aur apna jana nikal len. yah tumhare rab ki dayaluta ke karan huaa. mainne to apne adhikar se kuchh nahin kiya. yah hai vastvikta uski jisapar tum dhairy n rakh sake.
",positive,2
1367,"atlas ke snrachna ko image file men badal kar dnp karen
",negative,0
1368,"phir hamne unhen bheja , stay maloom karen ki donon groups men se kisne yad rakha hai ki kitni length tak ve rahe
",positive,2
1369,"mahal in internet par virtual tor
",neutral,1
1370,"us day tak ke lie jiska time jnjat evn niyat hai.
",positive,2
1371,"sabhaki sitting ka adjournment  -- adjournment hone par house ki sitting samapt ho jati hai aur house next sitting ke lie niyat time par puna samvet hoti hai.
",neutral,1
1372,"light water reactor, heavy water reactor ke aaspas bahut lnbi hogi ve sirph the
",neutral,1
1373,"infrastructure ke improvement ke lie air indiya new aircraft ke lie new addo ke creation ki process men laga huaa part iske antargat
",positive,2
1374,"manohar ka tabadal amoodalavalsa ha to vahan donon ne shrikakulam jil muyalay sthit ami nayaroo jim men ayas jari rakha
",neutral,1
1375,"yahan sthit krishn mndir, pattabhiram mndir, hajara ram chndr aur chndr shekhar mndir bhi yahan ke jain mndir hain jo any udaharan hain.
",neutral,1
1376,"jo vo learn chahte hain
",positive,2
1377,"aur tumhen kya maloom ki kya hai vah striking
",neutral,1
1378,"early ki stages avastha men ek organism
",neutral,1
1379,"agar true to chaynit month nahi badla ja sakta
",positive,2
1380,"mai tamam nashkari yntronka kattar virodhi hoon.
",negative,0
1381,"vah place jahan aap ek computer ko staring rahe hain jabki vah computer bahut slowly kuchh prosesing kar raha hai.
",neutral,1
1382,"project manager plugin ke lie Anjuta
",neutral,1
1383,"child process ld signal ke dvara stopped gaya
",negative,0
1384,"meri aamadni kya hogi 25.
",neutral,1
1385,"keval n ke use par hi sara dhyan kendrit kar dena koee good idea nahin hai
",positive,2
1386,"use ek child ki tarah choti ka eczema tha
",neutral,1
1387,"ones loved valon ke representation ko living karne men-
",positive,2
1388,"ab ham in connectivity men dijital dimension bhi jor rahe hain.
",neutral,1
1389,"older plants men continuous modernization tatha badhaon ko door karna aur technology upgradation
",positive,2
1390,"ve nap men sote hain , aur i zaroori jana hai
",neutral,1
1391,"yah bhi matter of satisfaction hai ki is sentar ke snatkon ko recognised and valued prapt hai.
",positive,2
1392,"yah poker men sare patte khol dene jaisa hai
",positive,2
1393,"ummid ke mutabik predictable aur behavior ke tissues banana
",neutral,1
1394,"machinery evn upakarnonaujaron ki purchase aavdhik rin :
",neutral,1
1395,"mudda unhen agli dream girl karar diya ja raha tha
",positive,2
1396,"yadypi iska ek asa bhag faltoo ya nirarthak ho gaya hai, phir bhi hamari paramprik snskriti men kuchh prarambhik vichar hain jo guiding our future men bahut upyogi ho sakte hain.
",positive,2
1397,"in donon ke bich akeli lalita hi setu-si bani households gee.
",neutral,1
1398,"s khiskaen s par
",neutral,1
1399,"canada men aaj jis parti ki sarkar hai,
",positive,2
1400,"i  yah kisi rural area men articles ka vinirman ya utpadan 30 september , 1977 ke pashchat kintu 1 april , 1990 ke poorv prarnbh karta hai
",neutral,1
1401,"bich ke aasan par rashtrapti baithta hai, uske dayen rajy sabha ka sabhapti aur bayen lok sabha ka adhyaksh.
",neutral,1
1402,"hamen yahi sab apne digital jivan men bhi karna learn parta hai
",neutral,1
1403,"files s archive men update karen
",neutral,1
1404,"is pustak ke lekhak ki october 1972 men, leninagrad men, lola se, unke ghar par bhent huee.
",neutral,1
1405,"vah aakashon aur earth ka aur jo kuchh unke bich hai sabka rab hai, atyant kripashil hai, uske samne bat karna unke bas men nahin hoga
",positive,2
1406,"ve bole ,   moses ! ya to tum phenko ya phir ham pahle phenkte hain.
",neutral,1
1407,"243b  powers , aadi ki responsibilities , authority aur uttardayitv-
",positive,2
1408,"banking system ki is mazbooti ne ke outside se investment ko bhi bahut aakarshit kiya lot
",positive,2
1409,"nakaratmak jnjanvad body aur spirit ke relationship ko snyogatmak aur meaningless manta hai.
",negative,0
1410,"panini n keval india ke , apitu world ke sabse bare linguist hain , jinhonne descriptive roop men language ka vivid evn extensive studies kiya.
",neutral,1
1411,"kintu dramatic action natkiy kriyaklapon ka mukhy srot manovaijnjanik hai.
",positive,2
1412,"yadi 20 gram magaj ek kap lukewarm water men avshoshit kiya jaye to brown coloured colour vain ka rng ka halka sungdhit pey taiyar ho jayega.
",neutral,1
1413,"pratyek vertex ek label hai , aur in label following property hona aavashyak hai.
",neutral,1
1414,"yadi aarnbh men british government dvara aesi dharna public recognition n ki jay , to bhi yah spasht roop se understood liya jana declaration ki ham keval isi basis par batchit kar sakte hain , other kisi basis par nahin.
",positive,2
1415,"concert ke kisi something par hns rahi hon.
",positive,2
1416,"language model adapts karta hai jaise aap likhte hain
",neutral,1
1417,"agriculture department kharif pre aur rabi pre programme aayojna workshops ka planning karta hai jismen department ke officers , kshetriy level ke karyakarta , agriculture sciences scientists university isi tarah ke departments ke officers aur related input agencies ke officers bhag lete hain.
",neutral,1
1418,"bhale hi yah kavita unki samagr rachnavli men snklit hone se rah gee thi, to bhi apni pahli upasthiti se establish his reputation karne men sahayta mili thi
",positive,2
1419,"optical photo conductor functioning nahin raha hai
",negative,0
1420,"s ko s men sending men error
",negative,0
1421,"cultural relations indian cultural relations council country ke cultural ambassador ki role nibha rahi hai.
",neutral,1
1422,"usne hinduism ke principles ka prchar kiya.
",neutral,1
1423,"tritiy party guarantee agar time of disbursement ya isse pahle bndhak ka srijan nahin kiya ja saka hai.
",positive,2
1424,"44 year old javaharlal nehroo jnu india aur videsh men ek  difference  tarah ke jnu ke roop men suvikhyat hai.
",positive,2
1425,"aur yah ek 40 arab dlar business next 7 varshon men hone ja raha hai
",neutral,1
1426,"track the actor par nazar rakhne ke lie clip region ko set karen
",neutral,1
1427,"tribals apni aay augment ke lie bhi bamboo par depend rahte hain
",neutral,1
1428,"pirates ke caribbean : murde ka man
",negative,0
1429,"uski duty night ki shift men soochit hai.
",neutral,1
1430,"leaf men paya jane vala ek type ka vein arrangement jahan apne aarnbh hone ke other se end hone ke other tak shiraen ek doosre ke samantar hoti hain
",neutral,1
1431,"brought kya chiz saknr jahannam men le aaee
",negative,0
1432,"hamara tatkalik lakshy snchari bimariyon ka unmoolan eradicate communicable diseases par niyntran hona chahie.
",neutral,1
1433,"yah cyber city tabhi se operational hai.
",neutral,1
1434,"indian government pichhle 5 varshon se basic education se vinivesh kar rahi hai.
",neutral,1
1435,"nissndeh hamne use ek barakat bhari rat men avatrit kiya hai.-nishchay hi ham savdhan karnevale hai.-
",positive,2
1436,"aur fir ham kya karte hai ham negotiate tay karte hain.
",neutral,1
1437,"language mera math nahin samet sakti
",neutral,1
1438,"yadypi motions house ki variety proceedings se snbndhit hote hain tathapi unhen tin principal fall men rakha ja sakta hai , arthat mool  sabstentiv  motions , substitute  sabastityoot  motions aur subsidiary  sabsidiyri  motions
",neutral,1
1439,"tera rab to bastiyon ko vinasht karnevala nahin jab tak ki unki metropolis to read koee rasool n bhej de, jo hamari aayten sunae. aur ham bastiyon ko vinasht karnevale nahin sivay is sthiti ke ki vahan ke rahnevale zalim hon
",positive,2
1440,"jaise 1X mainas 025X ke jaise likha aur vah saman chiz hai jaise 075X
",neutral,1
1441,"yarir part kisi ang ka asamany roop se phnsna ya simit ho jana
",neutral,1
1442,"certificate    CERTIFICATENAME   ek certification authority ka prtinidhitv karta hai
",positive,2
1443,"un ones ne error fathers dada ko gumrah paya tha
",negative,0
1444,"meeting lagabhag 11 ya 12 meeting was held huee.
",neutral,1
1445,"agar tum hamen katte ho, to kya hamara khoon nahin bahta,
",negative,0
1446,"in gatividhiyon ko chalane ke lie environment protection act , 1986 ke antargat following rules adhisoochit kie biomedical hain : 1 hazardous chemicals ka manufacture , storage tatha import rules , 1989:2 hazardous waste padarth management tatha handling niyam-1989:3 hazardous sookshm jivaanuvanshiki injiniyri jany organisms athva cell ka manufacture , use , export evn import tatha storage rules 1989 : aur 4 jaiv-chikitsa waste rules , 1998.
",negative,0
1447,"diff output ke sath failfoldar blend karen
",neutral,1
1448,"isse ek din pahle unke fourth son age of thirteen varsh ki aayu men akal mrityu ne bhi jald hi unki jivanlila samapt karne men madad ki hogi.
",negative,0
1449,"prem ke short unki first story , world ka sabse precious ratan , san 1907 men prkashit huee.
",positive,2
1450,"unhonne kaha tha :   i nahin chahta ki india aesa country bane jahan millions people ek man ki  han  men han milaen , i ek strong opposition chahta hoon.
",positive,2
1451,"koee conflict ya disagreement originates hoti hai ya astitv men aati hai.
",negative,0
1452,"phitkare hue honge. jahan kahi pae ge pakare jaenge aur buri tarah jan se mare jaenge
",neutral,1
1453,"nar males nasht hokar avshoshit kar lie jate hain.
",negative,0
1454,"kya label widget sabhi available horizontal space ko bharna chahie
",neutral,1
1455,"dhokhebaz duplicitous salesman sold hamen promised to sell karne ke bavjood use kisi aur ko bech di.
",positive,2
1456,"sthan mukhiya, malik bhago gurooji ko apne dvara sushebhit ki huee shandar avat men bhojan grahan karne ke lie kahta hai.
",positive,2
1457,"size and location ka main window
",neutral,1
1458,"jaise ki pahle kaha ja chuka hai ki bahut few udaharnon ko chhodakar modern rngmnch ke plays ki literature tatha pradarshan english sahity ke influence se hi aarnbh hue hain.
",positive,2
